dataset_label,Name,Formula,adsorbate,surface_ref_name,surface_ref_formula,surface_ref_status,E,surface_ref_E,delta_E_to_surface_eV,delta_C,delta_H,delta_O,n_CO_adsorbates,E_ads_CO_eV,n_CH3O_adsorbates,E_ads_CH3OH_to_CH3O_eV,fmax,source_hdf,source_row
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%COH-1-00,CHNi36O,CO,,,missing,-95.96404522,,,1.0,1.0,1.0,1.0,,,,0.0089,/data/Chapter6/Ni-slabs.hdf,180
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%COH-1-01,CHNi36O,CO,,,missing,-95.92238916,,,1.0,1.0,1.0,1.0,,,,0.0065,/data/Chapter6/Ni-slabs.hdf,181
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%COH-1-06,CHNi36O,CO,,,missing,-94.97700257,,,1.0,1.0,1.0,1.0,,,,0.0086,/data/Chapter6/Ni-slabs.hdf,182
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%COH-2-03,CHNi36O,CO,,,missing,-93.94841357,,,1.0,1.0,1.0,1.0,,,,0.0081,/data/Chapter6/Ni-slabs.hdf,183
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%COH-2-04,CHNi36O,CO,,,missing,-94.0769851,,,1.0,1.0,1.0,1.0,,,,0.0076,/data/Chapter6/Ni-slabs.hdf,184
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%COH-2-05,CHNi36O,CO,,,missing,-94.65584436,,,1.0,1.0,1.0,1.0,,,,0.0082,/data/Chapter6/Ni-slabs.hdf,185
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%COH-2-02,CHNi36O,CO,,,missing,-94.20543086,,,1.0,1.0,1.0,1.0,,,,0.0084,/data/Chapter6/Ni-slabs.hdf,186
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%COH-2-00,CHNi36O,CO,,,missing,-95.96404522,,,1.0,1.0,1.0,1.0,,,,0.0089,/data/Chapter6/Ni-slabs.hdf,187
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%COH-2-01,CHNi36O,CO,,,missing,-94.5091978,,,1.0,1.0,1.0,1.0,,,,0.0072,/data/Chapter6/Ni-slabs.hdf,188
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%COH-2-06,CHNi36O,CO,,,missing,-94.97700257,,,1.0,1.0,1.0,1.0,,,,0.0086,/data/Chapter6/Ni-slabs.hdf,189
Ni-slabs,Ni-211-clean-3x3x4-copt-CO%C_O-1-03,CNi36O,CO,,,missing,-89.20454385,,,1.0,0.0,1.0,1.0,,,,0.0071,/data/Chapter6/Ni-slabs.hdf,190
Ni-slabs,Ni-211-clean-3x3x4-copt-CO%C_O-1-04,CNi36O,CO,,,missing,-89.45973355,,,1.0,0.0,1.0,1.0,,,,0.005,/data/Chapter6/Ni-slabs.hdf,191
Ni-slabs,Ni-211-clean-3x3x4-copt-CO%C_O-1-05,CNi36O,CO,,,missing,-89.70952919,,,1.0,0.0,1.0,1.0,,,,0.0063,/data/Chapter6/Ni-slabs.hdf,192
Ni-slabs,Ni-211-clean-3x3x4-copt-CO%C_O-1-02,CNi36O,CO,,,missing,-90.08174372,,,1.0,0.0,1.0,1.0,,,,0.0089,/data/Chapter6/Ni-slabs.hdf,193
Ni-slabs,Ni-211-clean-3x3x4-copt-CO%C_O-1-00,CNi36O,CO,,,missing,-92.17550949,,,1.0,0.0,1.0,1.0,,,,0.0095,/data/Chapter6/Ni-slabs.hdf,194
Ni-slabs,Ni-211-clean-3x3x4-copt-CO%C_O-1-01,CNi36O,CO,,,missing,-90.98875689,,,1.0,0.0,1.0,1.0,,,,0.0088,/data/Chapter6/Ni-slabs.hdf,195
Ni-slabs,Ni-211-clean-3x3x4-copt-CO%C_O-1-06,CNi36O,CO,,,missing,-90.95368223,,,1.0,0.0,1.0,1.0,,,,0.0095,/data/Chapter6/Ni-slabs.hdf,196
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%HCO-1-03,CHNi36O,CO,,,missing,-95.06751542,,,1.0,1.0,1.0,1.0,,,,0.0065,/data/Chapter6/Ni-slabs.hdf,197
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%HCO-1-04,CHNi36O,CO,,,missing,-95.01064685,,,1.0,1.0,1.0,1.0,,,,0.0091,/data/Chapter6/Ni-slabs.hdf,198
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%HCO-1-05,CHNi36O,CO,,,missing,-94.75464771,,,1.0,1.0,1.0,1.0,,,,0.0076,/data/Chapter6/Ni-slabs.hdf,199
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%HCO-1-02,CHNi36O,CO,,,missing,-95.18970341,,,1.0,1.0,1.0,1.0,,,,0.0062,/data/Chapter6/Ni-slabs.hdf,200
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%HCO-1-00,CHNi36O,CO,,,missing,-95.96404522,,,1.0,1.0,1.0,1.0,,,,0.0089,/data/Chapter6/Ni-slabs.hdf,201
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%HCO-1-01,CHNi36O,CO,,,missing,-95.37733852,,,1.0,1.0,1.0,1.0,,,,0.0053,/data/Chapter6/Ni-slabs.hdf,202
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%HCO-1-06,CHNi36O,CO,,,missing,-95.01100273,,,1.0,1.0,1.0,1.0,,,,0.0076,/data/Chapter6/Ni-slabs.hdf,203
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%HCO-2,0,CO,,,missing,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,/data/Chapter6/Ni-slabs.hdf,204
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%HCO-2-03,CHNi36O,CO,,,missing,-95.06751542,,,1.0,1.0,1.0,1.0,,,,0.0065,/data/Chapter6/Ni-slabs.hdf,205
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%HCO-2-04,CHNi36O,CO,,,missing,-95.01064685,,,1.0,1.0,1.0,1.0,,,,0.0091,/data/Chapter6/Ni-slabs.hdf,206
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%HCO-2-05,CHNi36O,CO,,,missing,-94.98050125,,,1.0,1.0,1.0,1.0,,,,0.0073,/data/Chapter6/Ni-slabs.hdf,207
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%HCO-2-02,CHNi36O,CO,,,missing,-95.18970341,,,1.0,1.0,1.0,1.0,,,,0.0062,/data/Chapter6/Ni-slabs.hdf,208
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%HCO-2-00,CHNi36O,CO,,,missing,-95.96404522,,,1.0,1.0,1.0,1.0,,,,0.0089,/data/Chapter6/Ni-slabs.hdf,209
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%HCO-2-01,CHNi36O,CO,,,missing,-95.37733852,,,1.0,1.0,1.0,1.0,,,,0.0053,/data/Chapter6/Ni-slabs.hdf,210
Ni-slabs,Ni-211-clean-3x3x4-copt-CO_H%HCO-2-06,CHNi36O,CO,,,missing,-95.01100273,,,1.0,1.0,1.0,1.0,,,,0.0076,/data/Chapter6/Ni-slabs.hdf,211
Ni-slabs,Ni-211-clean-3x3x4-copt-HCO_H%H2CO-1-03,CH2Ni36O,HCO,,,missing,-98.3932121,,,1.0,2.0,1.0,,,,,0.0087,/data/Chapter6/Ni-slabs.hdf,212
Ni-slabs,Ni-211-clean-3x3x4-copt-HCO_H%H2CO-1-04,CH2Ni36O,HCO,,,missing,-98.40404582,,,1.0,2.0,1.0,,,,,0.0077,/data/Chapter6/Ni-slabs.hdf,213
Ni-slabs,Ni-211-clean-3x3x4-copt-HCO_H%H2CO-1-05,CH2Ni36O,HCO,,,missing,-98.52216381,,,1.0,2.0,1.0,,,,,0.0097,/data/Chapter6/Ni-slabs.hdf,214
Ni-slabs,Ni-211-clean-3x3x4-copt-HCO_H%H2CO-1-02,CH2Ni36O,HCO,,,missing,-98.6351296,,,1.0,2.0,1.0,,,,,0.0067,/data/Chapter6/Ni-slabs.hdf,215
Ni-slabs,Ni-211-clean-3x3x4-copt-HCO_H%H2CO-1-00,CH2Ni36O,HCO,,,missing,-98.90568329,,,1.0,2.0,1.0,,,,,0.0092,/data/Chapter6/Ni-slabs.hdf,216
Ni-slabs,Ni-211-clean-3x3x4-copt-HCO_H%H2CO-1-01,CH2Ni36O,HCO,,,missing,-98.82733646,,,1.0,2.0,1.0,,,,,0.0076,/data/Chapter6/Ni-slabs.hdf,217
Ni-slabs,Ni-211-clean-3x3x4-copt-HCO_H%H2CO-1-06,CH2Ni36O,HCO,,,missing,-98.83505421,,,1.0,2.0,1.0,,,,,0.0066,/data/Chapter6/Ni-slabs.hdf,218
Ni-slabs,Ni-211-clean-3x3x4-CO-AA-top,CNi36O,CO,Ni-211-clean-3x3x4,Ni36,ok,-91.95801017,-78.40925744,-13.54875272999999,1.0,0.0,1.0,1.0,,,,0.0074,/data/Chapter6/Ni-slabs.hdf,220
Ni-slabs,Ni-211-clean-3x3x4-CO-AA-bridge,CNi36O,CO,Ni-211-clean-3x3x4,Ni36,ok,-92.08809405,-78.40925744,-13.67883660999999,1.0,0.0,1.0,1.0,,,,0.0075,/data/Chapter6/Ni-slabs.hdf,221
Ni-slabs,Ni-211-clean-3x3x4-CO-AA-fcc,CNi36O,CO,Ni-211-clean-3x3x4,Ni36,ok,-92.17550949,-78.40925744,-13.766252049999991,1.0,0.0,1.0,1.0,,,,0.0095,/data/Chapter6/Ni-slabs.hdf,222
Ni-slabs,Ni-211-clean-3x3x4-CO-AA-fcc_top,C2Ni36O2,CO,Ni-211-clean-3x3x4,Ni36,ok,-105.69021479,-78.40925744,-27.280957349999994,2.0,0.0,2.0,2.0,,,,0.0092,/data/Chapter6/Ni-slabs.hdf,223
Ni-slabs,Ni-211-clean-3x3x4-HCOOH-AA,CH2Ni36O2,HCOOH,Ni-211-clean-3x3x4,Ni36,ok,-104.2149947,-78.40925744,-25.80573726,1.0,2.0,2.0,,,,,0.0057,/data/Chapter6/Ni-slabs.hdf,224
Ni-slabs,Ni-211-clean-3x3x4-HCOOH-trans,0,HCOOH,Ni-211-clean-3x3x4,Ni36,ok,0.0,-78.40925744,78.40925744,0.0,0.0,0.0,,,,,0.0,/data/Chapter6/Ni-slabs.hdf,225
Ni-slabs,Ni-211-clean-3x3x4-HCOOH-cis,CH2Ni36O2,HCOOH,Ni-211-clean-3x3x4,Ni36,ok,-104.2149947,-78.40925744,-25.80573726,1.0,2.0,2.0,,,,,0.0057,/data/Chapter6/Ni-slabs.hdf,226
Ni-slabs,Ni-211-clean-3x3x4-OH_CO-1,CHNi36O2,CO,,,missing,-101.7704767,,,1.0,1.0,2.0,1.0,,,,0.0053,/data/Chapter6/Ni-slabs.hdf,230
Ni-slabs,Ni-211-clean-3x3x4-HCO_H-1,CH2Ni36O,HCO,Ni-211-clean-3x3x4,Ni36,ok,-98.90568329,-78.40925744,-20.496425849999994,1.0,2.0,1.0,,,,,0.0092,/data/Chapter6/Ni-slabs.hdf,253
Ni-slabs,Ni-211-clean-3x3x4-HCO_O-1,CHNi36O2,HCO,Ni-211-clean-3x3x4,Ni36,ok,-100.54624515,-78.40925744,-22.13698771,1.0,1.0,2.0,,,,,0.0069,/data/Chapter6/Ni-slabs.hdf,256
Ni-slabs,Ni-211-clean-3x3x4-HCOO_H-1,CH2Ni36O2,HCOO,Ni-211-clean-3x3x4,Ni36,ok,-105.28752419,-78.40925744,-26.878266749999995,1.0,2.0,2.0,,,,,0.0067,/data/Chapter6/Ni-slabs.hdf,259
Ni-slabs,Ni-211-clean-3x3x4-HCOO_CO-1,C2HNi36O3,HCOO,Ni-211-clean-3x3x4,Ni36,ok,-114.89972237,-78.40925744,-36.49046493,2.0,1.0,3.0,,,,,0.0082,/data/Chapter6/Ni-slabs.hdf,262
Ni-slabs,Ni-211-clean-3x3x4-HCO_OH-1,CH2Ni36O2,HCO,Ni-211-clean-3x3x4,Ni36,ok,-104.6312831,-78.40925744,-26.22202566,1.0,2.0,2.0,,,,,0.0076,/data/Chapter6/Ni-slabs.hdf,263
Ni-slabs,Ni-211-clean-3x3x4-CO_H-1,CHNi36O,CO,Ni-211-clean-3x3x4,Ni36,ok,-95.96404522,-78.40925744,-17.554787779999998,1.0,1.0,1.0,1.0,,,,0.0089,/data/Chapter6/Ni-slabs.hdf,267
Ni-slabs,Ni-211-clean-3x3x4-O_CO-1,CNi36O2,CO,,,missing,-97.28023188,,,1.0,0.0,2.0,1.0,,,,0.0058,/data/Chapter6/Ni-slabs.hdf,269
Ni-slabs,Ni-211-clean-3x3x4-O_CO-2,CNi36O2,CO,,,missing,-97.33870599,,,1.0,0.0,2.0,1.0,,,,0.009,/data/Chapter6/Ni-slabs.hdf,270
Ni-slabs,Ni-211-clean-3x3x4-H2COOH-AA,CH3Ni36O2,H2COOH,Ni-211-clean-3x3x4,Ni36,ok,-108.18591288,-78.40925744,-29.77665544,1.0,3.0,2.0,,,,,0.0066,/data/Chapter6/Ni-slabs.hdf,271
Ni-slabs,Ni-211-clean-3x3x4-HCOO-AA,CHNi36O2,HCOO,Ni-211-clean-3x3x4,Ni36,ok,-101.52849141,-78.40925744,-23.119233969999996,1.0,1.0,2.0,,,,,0.0072,/data/Chapter6/Ni-slabs.hdf,273
Ni-slabs,Ni-211-clean-3x3x4-CO2-1,CNi36O2,CO2,Ni-211-clean-3x3x4,Ni36,ok,-96.9016186,-78.40925744,-18.49236116,1.0,0.0,2.0,,,,,0.0085,/data/Chapter6/Ni-slabs.hdf,274
Ni-slabs,Ni-211-clean-4x3x4-CH3O-1,CH3Ni48O,CH3O,Ni-211-clean-4x3x4,Ni48,ok,-129.30789973,-104.54044838,-24.76745135,1.0,3.0,1.0,,,1.0,,0.0075,/data/Chapter6/Ni-slabs.hdf,276
Ni-slabs,Ni-211-clean-4x3x4-CO-top,CNi48O,CO,Ni-211-clean-4x3x4,Ni48,ok,-118.10959507,-104.54044838,-13.569146689999997,1.0,0.0,1.0,1.0,,,,0.0095,/data/Chapter6/Ni-slabs.hdf,286
Ni-slabs,Ni-211-clean-4x3x4-HCOO-AA,CHNi48O2,HCOO,Ni-211-clean-4x3x4,Ni48,ok,-127.6797715,-104.54044838,-23.13932312,1.0,1.0,2.0,,,,,0.0078,/data/Chapter6/Ni-slabs.hdf,306
Ni-slabs,Ni-211-clean-4x3x4-CO2-1,CNi48O2,CO2,Ni-211-clean-4x3x4,Ni48,ok,-123.16064768,-104.54044838,-18.620199299999996,1.0,0.0,2.0,,,,,0.0066,/data/Chapter6/Ni-slabs.hdf,307
Ni-slabs,Ni-211-clean-4x3x4-CO2-2,CNi48O2,CO2,Ni-211-clean-4x3x4,Ni48,ok,-123.08301512,-104.54044838,-18.542566739999998,1.0,0.0,2.0,,,,,0.0086,/data/Chapter6/Ni-slabs.hdf,308
Ni-slabs,Ni-211-Zn-3x3x4-1-CH3O-AB,CH3Ni35OZn,CH3O,Ni-211-Zn-3x3x4-1,Ni35Zn,ok,-99.48206293,-74.8402741,-24.641788829999996,1.0,3.0,1.0,,,1.0,,0.0083,/data/Chapter6/Ni-slabs.hdf,327
Ni-slabs,Ni-211-Zn-3x3x4-1-CH3O-AA,CH3Ni35OZn,CH3O,Ni-211-Zn-3x3x4-1,Ni35Zn,ok,-99.48110355,-74.8402741,-24.64082945,1.0,3.0,1.0,,,1.0,,0.0064,/data/Chapter6/Ni-slabs.hdf,328
Ni-slabs,Ni-211-Zn-3x3x4-1-COOH-AB,CHNi35O2Zn,COOH,Ni-211-Zn-3x3x4-1,Ni35Zn,ok,-97.08849292,-74.8402741,-22.24821881999999,1.0,1.0,2.0,,,,,0.0055,/data/Chapter6/Ni-slabs.hdf,331
Ni-slabs,Ni-211-Zn-3x3x4-1-HCO-AB,CHNi35OZn,HCO,Ni-211-Zn-3x3x4-1,Ni35Zn,ok,-91.27219541,-74.8402741,-16.431921309999993,1.0,1.0,1.0,,,,,0.0067,/data/Chapter6/Ni-slabs.hdf,332
Ni-slabs,Ni-211-Zn-3x3x4-1-HCO-AA,CHNi35OZn,HCO,Ni-211-Zn-3x3x4-1,Ni35Zn,ok,-91.51877789,-74.8402741,-16.678503789999994,1.0,1.0,1.0,,,,,0.0074,/data/Chapter6/Ni-slabs.hdf,333
Ni-slabs,Ni-211-Zn-3x3x4-1-CO-AB-1,CNi35OZn,CO,Ni-211-Zn-3x3x4-1,Ni35Zn,ok,-87.68259695,-74.8402741,-12.842322850000002,1.0,0.0,1.0,1.0,,,,0.0091,/data/Chapter6/Ni-slabs.hdf,337
Ni-slabs,Ni-211-Zn-3x3x4-1-CO-AA-1,CNi35OZn,CO,Ni-211-Zn-3x3x4-1,Ni35Zn,ok,-88.59151283,-74.8402741,-13.751238729999997,1.0,0.0,1.0,1.0,,,,0.0093,/data/Chapter6/Ni-slabs.hdf,338
Ni-slabs,Ni-211-Zn-3x3x4-1-CO-AA-2,CNi35OZn,CO,Ni-211-Zn-3x3x4-1,Ni35Zn,ok,-88.65786967,-74.8402741,-13.817595569999995,1.0,0.0,1.0,1.0,,,,0.0074,/data/Chapter6/Ni-slabs.hdf,339
Ni-slabs,Ni-211-Zn-3x3x4-1-H2COOH-AB,CH3Ni35O2Zn,H2COOH,Ni-211-Zn-3x3x4-1,Ni35Zn,ok,-104.46521535,-74.8402741,-29.624941249999992,1.0,3.0,2.0,,,,,0.0081,/data/Chapter6/Ni-slabs.hdf,353
Ni-slabs,Ni-211-Zn-3x3x4-1-H2COOH-AA,CH3Ni35O2Zn,H2COOH,Ni-211-Zn-3x3x4-1,Ni35Zn,ok,-104.60173141,-74.8402741,-29.761457309999997,1.0,3.0,2.0,,,,,0.0067,/data/Chapter6/Ni-slabs.hdf,354
Ni-slabs,Ni-211-Zn-3x3x4-1-HCOO-AB,CHNi35O2Zn,HCOO,Ni-211-Zn-3x3x4-1,Ni35Zn,ok,-97.80659475,-74.8402741,-22.96632065,1.0,1.0,2.0,,,,,0.0085,/data/Chapter6/Ni-slabs.hdf,355
Ni-slabs,Ni-211-Zn-3x3x4-1-HCOO-AA,CHNi35O2Zn,HCOO,Ni-211-Zn-3x3x4-1,Ni35Zn,ok,-97.95303187,-74.8402741,-23.11275777,1.0,1.0,2.0,,,,,0.0058,/data/Chapter6/Ni-slabs.hdf,356
Ni-slabs,Ni-211-Zn-3x3x4-3-CH3O-BB-1,CH3Ni33OZn3,CH3O,Ni-211-Zn-3x3x4-3,Ni33Zn3,ok,-91.99364983,-67.40436545,-24.589284379999995,1.0,3.0,1.0,,,1.0,,0.0063,/data/Chapter6/Ni-slabs.hdf,361
Ni-slabs,Ni-211-Zn-3x3x4-3-COOH-BB,CHNi33O2Zn3,COOH,Ni-211-Zn-3x3x4-3,Ni33Zn3,ok,-89.0693022,-67.40436545,-21.664936749999995,1.0,1.0,2.0,,,,,0.0065,/data/Chapter6/Ni-slabs.hdf,363
Ni-slabs,Ni-211-Zn-3x3x4-3-HCO-BB,CHNi33OZn3,HCO,Ni-211-Zn-3x3x4-3,Ni33Zn3,ok,-83.08396494,-67.40436545,-15.679599490000001,1.0,1.0,1.0,,,,,0.0076,/data/Chapter6/Ni-slabs.hdf,364
Ni-slabs,Ni-211-Zn-3x3x4-3-CO-BB,CNi33OZn3,CO,Ni-211-Zn-3x3x4-3,Ni33Zn3,ok,-79.61244081,-67.40436545,-12.208075359999995,1.0,0.0,1.0,1.0,,,,0.0082,/data/Chapter6/Ni-slabs.hdf,365
Ni-slabs,Ni-211-Zn-3x3x4-3-HCOOH-BB,CH2Ni33O2Zn3,HCOOH,Ni-211-Zn-3x3x4-3,Ni33Zn3,ok,-92.99967511,-67.40436545,-25.595309659999998,1.0,2.0,2.0,,,,,0.0083,/data/Chapter6/Ni-slabs.hdf,366
Ni-slabs,Ni-211-Zn-3x3x4-3-H2COOH-BB,CH3Ni33O2Zn3,H2COOH,Ni-211-Zn-3x3x4-3,Ni33Zn3,ok,-96.96463942,-67.40436545,-29.560273969999997,1.0,3.0,2.0,,,,,0.0062,/data/Chapter6/Ni-slabs.hdf,376
Ni-slabs,Ni-211-Zn-3x3x4-3-HCOO-BB,CHNi33O2Zn3,HCOO,Ni-211-Zn-3x3x4-3,Ni33Zn3,ok,-90.28114373,-67.40436545,-22.876778279999996,1.0,1.0,2.0,,,,,0.0092,/data/Chapter6/Ni-slabs.hdf,377
Ni-slabs,Ni-211-Zn-4x3x4-12-bulk-a-CO-1,CNi36OZn12,CO,Ni-211-Zn-4x3x4-12-bulk-a,Ni36Zn12,ok,-71.06061043,-57.48331309,-13.577297339999994,1.0,0.0,1.0,1.0,,,,0.0076,/data/Chapter6/Ni-slabs.hdf,391
Ni-slabs,Ni-211-Zn-4x3x4-12-bulk-a-CO-2,CNi36OZn12,CO,Ni-211-Zn-4x3x4-12-bulk-a,Ni36Zn12,ok,-71.06016807,-57.48331309,-13.57685498,1.0,0.0,1.0,1.0,,,,0.0062,/data/Chapter6/Ni-slabs.hdf,392
Ni-slabs,Ni-211-Zn-4x3x4-12-bulk-a-HCOO-1,CHNi36O2Zn12,HCOO,Ni-211-Zn-4x3x4-12-bulk-a,Ni36Zn12,ok,-80.39382568,-57.48331309,-22.910512590000003,1.0,1.0,2.0,,,,,0.0063,/data/Chapter6/Ni-slabs.hdf,393
Ni-slabs,Ni-211-Zn-4x3x4-12-bulk-a-HCOO-2,CHNi36O2Zn12,HCOO,Ni-211-Zn-4x3x4-12-bulk-a,Ni36Zn12,ok,-79.88173197,-57.48331309,-22.39841888,1.0,1.0,2.0,,,,,0.0085,/data/Chapter6/Ni-slabs.hdf,394
Ni-slabs,Ni-211-Zn-4x3x4-12-bulk-b-CO-1,CNi36OZn12,CO,Ni-211-Zn-4x3x4-12-bulk-b,Ni36Zn12,ok,-71.31242773,-57.47770903,-13.834718699999996,1.0,0.0,1.0,1.0,,,,0.0057,/data/Chapter6/Ni-slabs.hdf,396
Ni-slabs,Ni-211-Zn-4x3x4-12-bulk-b-CO-2,CNi36OZn12,CO,Ni-211-Zn-4x3x4-12-bulk-b,Ni36Zn12,ok,-71.36696444,-57.47770903,-13.889255410000004,1.0,0.0,1.0,1.0,,,,0.0084,/data/Chapter6/Ni-slabs.hdf,397
Ni-slabs,Ni-211-Zn-4x3x4-12-bulk-b-HCOO-1,CHNi36O2Zn12,HCOO,Ni-211-Zn-4x3x4-12-bulk-b,Ni36Zn12,ok,-80.65307206,-57.47770903,-23.17536303,1.0,1.0,2.0,,,,,0.0077,/data/Chapter6/Ni-slabs.hdf,398
Ni-slabs,Ni-211-Zn-4x3x4-12-bulk-b-HCOO-2,CHNi36O2Zn12,HCOO,Ni-211-Zn-4x3x4-12-bulk-b,Ni36Zn12,ok,-79.82254292,-57.47770903,-22.344833890000004,1.0,1.0,2.0,,,,,0.006,/data/Chapter6/Ni-slabs.hdf,399
Ni-slabs,Ni-211-Ga-2x3x4-6-bulk-b-CO-1,CGa6Ni18O,CO,Ni-211-Ga-2x3x4-6-bulk-b,Ga6Ni18,ok,-67.81954659,-54.13470394,-13.68484265,1.0,0.0,1.0,1.0,,,,0.0077,/data/Chapter6/Ni-slabs.hdf,406
Ni-slabs,Ni-211-Ga-2x3x4-6-bulk-b-HCOO-1,CHGa6Ni18O2,HCOO,Ni-211-Ga-2x3x4-6-bulk-b,Ga6Ni18,ok,-77.06486359,-54.13470394,-22.93015965,1.0,1.0,2.0,,,,,0.0081,/data/Chapter6/Ni-slabs.hdf,407
Ni-slabs,Ni-211-Ga-2x3x4-1-CH3O-1,CH3GaNi23O,CH3O,Ni-211-Ga-2x3x4-1,GaNi23,ok,-77.4614115,-52.81190794,-24.64950356,1.0,3.0,1.0,,,1.0,,0.0077,/data/Chapter6/Ni-slabs.hdf,409
Ni-slabs,Ni-211-Ga-3x3x4-1-CH3O-AB,CH3GaNi35O,CH3O,Ni-211-Ga-3x3x4-1,GaNi35,ok,-103.52695857,-78.92343518,-24.603523390000007,1.0,3.0,1.0,,,1.0,,0.0066,/data/Chapter6/Ni-slabs.hdf,417
Ni-slabs,Ni-211-Ga-3x3x4-1-CH3O-AA,CH3GaNi35O,CH3O,Ni-211-Ga-3x3x4-1,GaNi35,ok,-103.81140101,-78.92343518,-24.88796583,1.0,3.0,1.0,,,1.0,,0.0072,/data/Chapter6/Ni-slabs.hdf,418
Ni-slabs,Ni-211-Ga-3x3x4-1-COOH-AB,CHGaNi35O2,COOH,Ni-211-Ga-3x3x4-1,GaNi35,ok,-101.07696341,-78.92343518,-22.153528230000006,1.0,1.0,2.0,,,,,0.0085,/data/Chapter6/Ni-slabs.hdf,421
Ni-slabs,Ni-211-Ga-3x3x4-1-COOH-AA,CHGaNi35O2,COOH,Ni-211-Ga-3x3x4-1,GaNi35,ok,-101.36526399,-78.92343518,-22.441828810000004,1.0,1.0,2.0,,,,,0.0075,/data/Chapter6/Ni-slabs.hdf,422
Ni-slabs,Ni-211-Ga-3x3x4-1-HCO-AB,CHGaNi35O,HCO,Ni-211-Ga-3x3x4-1,GaNi35,ok,-95.24885574,-78.92343518,-16.325420559999998,1.0,1.0,1.0,,,,,0.0076,/data/Chapter6/Ni-slabs.hdf,423
Ni-slabs,Ni-211-Ga-3x3x4-1-HCO-AA,CHGaNi35O,HCO,Ni-211-Ga-3x3x4-1,GaNi35,ok,-95.62230484,-78.92343518,-16.69886966,1.0,1.0,1.0,,,,,0.0094,/data/Chapter6/Ni-slabs.hdf,424
Ni-slabs,Ni-211-Ga-3x3x4-1-CO-AB,CGaNi35O,CO,Ni-211-Ga-3x3x4-1,GaNi35,ok,-92.69908092,-78.92343518,-13.775645740000002,1.0,0.0,1.0,1.0,,,,0.0073,/data/Chapter6/Ni-slabs.hdf,427
Ni-slabs,Ni-211-Ga-3x3x4-1-CO-AA,CGaNi35O,CO,Ni-211-Ga-3x3x4-1,GaNi35,ok,-92.6938918,-78.92343518,-13.770456620000004,1.0,0.0,1.0,1.0,,,,0.0088,/data/Chapter6/Ni-slabs.hdf,428
Ni-slabs,Ni-211-Ga-3x3x4-1-HCOOH-AB-a,0,HCOOH,Ni-211-Ga-3x3x4-1,GaNi35,ok,0.0,-78.92343518,78.92343518,0.0,0.0,0.0,,,,,0.0,/data/Chapter6/Ni-slabs.hdf,429
Ni-slabs,Ni-211-Ga-3x3x4-1-HCOOH-AB-b,CH2GaNi35O2,HCOOH,Ni-211-Ga-3x3x4-1,GaNi35,ok,-104.70693739,-78.92343518,-25.783502209999995,1.0,2.0,2.0,,,,,0.0084,/data/Chapter6/Ni-slabs.hdf,430
Ni-slabs,Ni-211-Ga-3x3x4-1-HCOOH-AA,0,HCOOH,Ni-211-Ga-3x3x4-1,GaNi35,ok,0.0,-78.92343518,78.92343518,0.0,0.0,0.0,,,,,0.0,/data/Chapter6/Ni-slabs.hdf,431
Ni-slabs,Ni-211-Ga-3x3x4-1-O_CO-1,CGaNi35O2,CO,,,missing,-96.56077728,,,1.0,0.0,2.0,1.0,,,,0.0061,/data/Chapter6/Ni-slabs.hdf,449
Ni-slabs,Ni-211-Ga-3x3x4-1-H2COOH-AB,CH3GaNi35O2,H2COOH,Ni-211-Ga-3x3x4-1,GaNi35,ok,-108.42500681,-78.92343518,-29.50157163,1.0,3.0,2.0,,,,,0.007,/data/Chapter6/Ni-slabs.hdf,450
Ni-slabs,Ni-211-Ga-3x3x4-1-H2COOH-AA,CH3GaNi35O2,H2COOH,Ni-211-Ga-3x3x4-1,GaNi35,ok,-108.65627717,-78.92343518,-29.732841989999997,1.0,3.0,2.0,,,,,0.0073,/data/Chapter6/Ni-slabs.hdf,451
